state,county,population_density
AK,North Slope Borough,0.10
AK,Lake and Peninsula Borough,0.05
AK,Nome Census Area,0.34
AK,Ketchikan,2.03
AK,Aleutians East Borough,0.21
AK,Aleutians West Census Area,0.39
AK,Haines,0.92
AK,Kenai,2.24
AK,Anchorage Municipality,149.46
AK,Juneau,9.65
AK,Anchorage,149.46
AK,Dillingham Census Area,0.23
AK,Kenai Peninsula Borough,2.24
AK,Northwest Arctic Borough,0.19
AK,Hoonah-Angoon,0.22
AK,Prince of Wales-Hyder Census Area,0.57
AK,Denali Borough,0.14
AK,Haines Borough,0.92
AK,Bristol Bay Borough,1.13
AK,Bristol,1.13
AK,Yakutat City and Borough,0.07
AK,Kodiak Island Borough,1.13
AK,Ketchikan Gateway Borough,2.03
AK,Sitka City and Borough,1.85
AK,Skagway Municipality,2.08
AK,Fairbanks,13.18
AK,Matanuska-Susitna Borough,3.55
AK,Bethel Census Area,0.38
AK,Wrangell City and Borough,0.68
AK,Southeast Fairbanks Census Area,0.28
AK,Kodiak,1.13
AK,Aleutians,0.39
AK,Wade Hampton Census Area,0.38
AK,Bethel,0.38
AK,Aleutians,0.21
AK,Petersburg Census Area,0.83
AK,Valdez-Cordova Census Area,0.24
AK,Dillingham,0.23
AK,Lake,0.05
AK,Yukon-Koyukuk Census Area,0.04
AK,Juneau City and Borough,9.65
AK,Hoonah-Angoon Census Area,0.22
AK,Fairbanks North Star Borough,13.18
AK,Denali,0.14
AL,Crenshaw,22.70
AL,Covington,36.20
AL,Hale,23.96
AL,Walker,83.20
AL,Crenshaw,22.70
AL,Autauga,90.48
AL,Jackson,47.18
AL,Russell,82.32
AL,Cherokee,43.28
AL,Conecuh,15.50
AL,Jackson,47.18
AL,Coffee,73.74
AL,Bibb,36.54
AL,Lamar,23.95
AL,Barbour,30.22
AL,Choctaw,15.04
AL,Morgan,199.58
AL,Monroe,22.24
AL,Blount,88.14
AL,Chambers,56.56
AL,Coosa,17.64
AL,Hale,23.96
AL,Franklin,49.12
AL,St. Clair,128.21
AL,Covington,36.20
AL,Chilton,62.33
AL,Baldwin,90.37
AL,Limestone,136.99
AL,Sumter,15.05
AL,Jefferson,585.77
AL,Colbert,87.41
AL,Marion,41.44
AL,Conecuh,15.50
AL,Clarke,20.58
AL,Marshall,149.51
AL,Butler,26.93
AL,Clay,22.91
AL,Greene,13.63
AL,Winston,38.63
AL,Clay,22.91
AL,Geneva,46.28
AL,Calhoun,193.44
AL,Bullock,17.41
AL,Geneva,46.28
AL,Wilcox,12.76
AL,Bibb,36.54
AL,Choctaw,15.04
AL,Coosa,17.64
AL,Henry,30.42
AL,Washington,16.17
AL,Cleburne,26.68
AL,Cleburne,26.68
AL,Tallapoosa,54.15
AL,Talladega,107.94
AL,Blount,88.14
AL,Clarke,20.58
AL,Marengo,21.32
AL,Greene,13.63
AL,Houston,175.00
AL,Coffee,73.74
AL,Colbert,87.41
AL,Chilton,62.33
AL,Limestone,136.99
AL,Randolph,39.25
AL,Jefferson,585.77
AL,Mobile,251.48
AL,Lawrence,47.83
AL,Elmore,120.91
AL,Dale,89.46
AL,Calhoun,193.44
AL,Dallas,44.11
AL,Chambers,56.56
AL,Macon,35.13
AL,Pike,48.97
AL,Henry,30.42
AL,Shelby,242.16
AL,Lauderdale,128.86
AL,Madison,413.73
AL,Pickens,22.14
AL,Lee,228.63
AL,Fayette,27.40
AL,Lamar,23.95
AL,Lawrence,47.83
AL,DeKalb,91.33
AL,Lauderdale,128.86
AL,Perry,14.55
AL,Elmore,120.91
AL,Houston,175.00
AL,Escambia,40.20
AL,Montgomery,287.28
AL,Etowah,190.48
AL,Lowndes,15.56
AL,DeKalb,91.33
AL,Tuscaloosa,144.35
AL,Baldwin,90.37
AL,Butler,26.93
AL,Barbour,30.22
AL,Etowah,190.48
AL,Cherokee,43.28
AL,Dallas,44.11
AL,Fayette,27.40
AL,Bullock,17.41
AL,Dale,89.46
AL,Franklin,49.12
AL,Autauga,90.48
AL,Escambia,40.20
AL,Cullman,106.56
AL,Cullman,106.56
AL,Lee,228.63
AR,Carroll,43.16
AR,Izard,23.43
AR,Stone,20.37
AR,Jackson,28.13
AR,Carroll,43.16
AR,Boone,61.28
AR,Lee,16.75
AR,Newton,10.11
AR,Lafayette,14.00
AR,Calhoun,8.43
AR,Sevier,29.48
AR,Grant,28.26
AR,White,74.21
AR,Baxter,70.82
AR,Cleburne,43.91
AR,Lincoln,24.60
AR,Saline,147.34
AR,Cleveland,14.51
AR,Chicot,17.07
AR,Mississippi,50.41
AR,Searcy,12.25
AR,Monroe,13.07
AR,Jefferson,84.61
AR,Sebastian,229.93
AR,Lawrence,29.54
AR,Greene,72.80
AR,Scott,12.55
AR,Marion,26.00
AR,Bradley,17.60
AR,Madison,18.75
AR,Ashley,23.22
AR,Izard,23.43
AR,Logan,30.51
AR,Arkansas,18.39
AR,Howard,23.23
AR,St. Francis,43.85
AR,Hot,53.27
AR,Independence,47.69
AR,Clark,26.00
AR,Bradley,17.60
AR,Miller,68.26
AR,Calhoun,8.43
AR,Nevada,14.45
AR,Boone,61.28
AR,Benton,252.20
AR,Hempstead,30.45
AR,Hempstead,30.45
AR,Lonoke,85.57
AR,Little River,23.25
AR,Washington,214.21
AR,Lincoln,24.60
AR,Montgomery,11.85
AR,Clay,25.03
AR,Independence,47.69
AR,Sharp,28.50
AR,Johnson,37.40
AR,Howard,23.23
AR,Jefferson,84.61
AR,Jackson,28.13
AR,Hot Spring,53.27
AR,Phillips,29.82
AR,Randolph,27.36
AR,Polk,23.98
AR,Pulaski,474.95
AR,Faulkner,171.73
AR,Drew,22.34
AR,Van Buren,23.88
AR,Garland,130.89
AR,Cross,28.67
AR,Cleburne,43.91
AR,Faulkner,171.73
AR,Cleveland,14.51
AR,Cross,28.67
AR,Crittenden,80.07
AR,Lee,16.75
AR,Crittenden,80.07
AR,Woodruff,12.19
AR,Crawford,102.76
AR,Baxter,70.82
AR,Craighead,135.71
AR,Fulton,19.69
AR,Pope,74.76
AR,Garland,130.89
AR,Fulton,19.69
AR,Franklin,29.24
AR,Prairie,12.88
AR,Columbia,32.25
AR,Conway,37.50
AR,Conway,37.50
AR,Crawford,102.76
AR,Clay,25.03
AR,Dallas,12.07
AR,Lafayette,14.00
AR,Pike,18.36
AR,Union,39.40
AR,Johnson,37.40
AR,Drew,22.34
AR,Greene,72.80
AR,Yell,23.35
AR,Grant,28.26
AR,Desha,15.83
AR,Dallas,12.07
AR,Columbia,32.25
AR,Ashley,23.22
AR,Perry,18.64
AR,Chicot,17.07
AR,Craighead,135.71
AR,Poinsett,32.14
AR,Ouachita,35.29
AR,Clark,26.00
AR,Franklin,29.24
AR,Benton,252.20
AR,Arkansas,18.39
AR,Desha,15.83
AR,Lawrence,29.54
AZ,La Paz,4.53
AZ,La,4.53
AZ,Yavapai,25.90
AZ,Apache,6.40
AZ,Pinal,71.77
AZ,Pima,106.86
AZ,Mohave,14.89
AZ,Apache,6.40
AZ,Santa Cruz,38.27
AZ,Coconino,7.21
AZ,Graham,8.00
AZ,Maricopa,414.51
AZ,Coconino,7.21
AZ,Greenlee,4.51
AZ,Navajo,10.81
AZ,Cochise,21.21
AZ,Greenlee,4.51
AZ,Gila,11.16
AZ,Yuma,35.71
AZ,Graham,8.00
AZ,Gila,11.16
AZ,Cochise,21.21
CA,Colusa,18.56
CA,Shasta,46.08
CA,Imperial,39.00
CA,Glenn,21.18
CA,Tuolumne,24.26
CA,Kern,103.12
CA,Siskiyou,7.09
CA,San Mateo,971.65
CA,Madera,70.20
CA,Merced,129.76
CA,Del Norte,23.24
CA,Calaveras,43.86
CA,San Luis Obispo,74.64
CA,Inyo,1.81
CA,San Joaquin,481.94
CA,Lake,48.71
CA,Calaveras,43.86
CA,Mariposa,12.48
CA,Sierra,3.35
CA,Humboldt,33.32
CA,Ventura,373.76
CA,Yolo,196.54
CA,Alameda,"1,842.90"
CA,Kern,103.12
CA,Monterey,110.40
CA,El,101.41
CA,Alpine,1.56
CA,Amador,62.48
CA,Alpine,1.56
CA,Amador,62.48
CA,Santa Cruz,433.52
CA,Glenn,21.18
CA,Sutter,155.82
CA,Santa Clara,"1,370.29"
CA,Santa Barbara,111.99
CA,Butte,131.13
CA,Del,23.24
CA,Lake,48.71
CA,San Francisco,"3,475.05"
CA,Colusa,18.56
CA,Sacramento,"1,429.97"
CA,Lassen,7.38
CA,Riverside,301.58
CA,Yuba,112.41
CA,Kings,109.53
CA,El Dorado,101.41
CA,Fresno,155.15
CA,Stanislaus,340.28
CA,Humboldt,33.32
CA,Kings,109.53
CA,Fresno,155.15
CA,Mendocino,22.63
CA,Alameda,"1,842.90"
CA,Imperial,39.00
CA,Mono,4.55
CA,Contra Costa,"1,309.95"
CA,Inyo,1.81
CA,Sonoma,274.14
CA,Los Angeles,"2,068.40"
CA,Orange,"3,183.63"
CA,Butte,131.13
CA,Solano,456.97
CA,Tulare,91.61
CA,San Diego,685.98
CA,Nevada,101.41
CA,Placer,233.13
CA,Modoc,2.31
CA,San Bernardino,101.55
CA,Plumas,7.62
CA,Contra,"1,309.95"
CA,Marin,305.34
CA,Napa,173.51
CA,Tehama,21.48
CA,San Benito,39.94
CA,Trinity,4.29
CA,Lassen,7.38
CO,Larimer,114.08
CO,Kiowa,0.78
CO,Lake,18.92
CO,Dolores,1.93
CO,Denver,"3,893.51"
CO,La,30.20
CO,Eagle,30.80
CO,Lake,18.92
CO,Douglas,340.42
CO,Kit,3.81
CO,Las Animas,3.23
CO,Summit,45.32
CO,Montezuma,12.52
CO,Gunnison,4.71
CO,Grand,7.91
CO,Lincoln,2.12
CO,Clear,22.97
CO,Jefferson,691.95
CO,Gilpin,36.36
CO,Conejos,6.41
CO,Teller,41.96
CO,Washington,1.90
CO,Garfield,18.97
CO,Hinsdale,0.75
CO,Costilla,2.87
CO,Huerfano,4.19
CO,Jackson,0.85
CO,Fremont,30.57
CO,Morgan,21.75
CO,Kiowa,0.78
CO,Kit Carson,3.81
CO,Montrose,18.36
CO,Jackson,0.85
CO,Cheyenne,1.03
CO,Crowley,7.30
CO,Moffat,2.91
CO,Custer,5.78
CO,La Plata,30.20
CO,Logan,12.35
CO,Elbert,12.48
CO,Chaffee,17.54
CO,El,294.37
CO,Huerfano,4.19
CO,Jefferson,691.95
CO,Delta,26.88
CO,Boulder,399.70
CO,El Paso,294.37
CO,Baca,1.48
CO,Broomfield,"1,677.18"
CO,Costilla,2.87
CO,Routt,9.89
CO,Arapahoe,713.36
CO,Archuleta,8.90
CO,Bent,4.22
CO,San Miguel,5.71
CO,Douglas,340.42
CO,Custer,5.78
CO,Weld,63.28
CO,Chaffee,17.54
CO,San Juan,1.82
CO,Ouray,8.23
CO,Baca,1.48
CO,Crowley,7.30
CO,Alamosa,21.98
CO,Park,7.36
CO,Gilpin,36.36
CO,Cheyenne,1.03
CO,Fremont,30.57
CO,Eagle,30.80
CO,Rio Blanco,2.07
CO,Mineral,0.80
CO,Phillips,6.48
CO,Bent,4.22
CO,Grand,7.91
CO,Saguache,1.93
CO,Otero,14.89
CO,Yuma,4.23
CO,Sedgwick,4.31
CO,Rio Grande,13.18
CO,Garfield,18.97
CO,Boulder,399.70
CO,Larimer,114.08
CO,Las,3.23
CO,Adams,374.90
CO,Denver,"3,893.51"
CO,Conejos,6.41
CO,Mesa,43.84
CO,Alamosa,21.98
CO,Hinsdale,0.75
CO,Delta,26.88
CO,Clear Creek,22.97
CO,Pueblo,66.54
CO,Broomfield,"1,677.18"
CO,Gunnison,4.71
CO,Pitkin,17.62
CO,Lincoln,2.12
CO,Arapahoe,713.36
CO,Elbert,12.48
CO,Archuleta,8.90
CO,Prowers,7.65
CO,Dolores,1.93
CO,Adams,374.90
CT,Hartford,"1,192.62"
CT,Litchfield,200.88
CT,Fairfield,"1,098.67"
CT,New Haven,"1,001.51"
CT,Windham,227.56
CT,Fairfield,"1,098.67"
CT,Hartford,"1,192.62"
CT,Tolland,367.34
CT,New London,355.09
CT,Middlesex,377.22
DC,District of Columbia,"8,856.00"
DC,District,"8,856.00"
DE,Kent,204.12
DE,Kent,204.12
DE,Sussex,165.41
DE,New Castle,"1,090.83"
FL,Osceola,179.15
FL,Putnam,89.76
FL,Hardee,43.50
FL,Escambia,340.81
FL,Walton,44.58
FL,Clay,297.45
FL,Martin,195.17
FL,Jefferson,23.16
FL,Calhoun,25.48
FL,Gilchrist,47.82
FL,Suwannee,61.13
FL,Franklin,11.12
FL,Wakulla,41.94
FL,Pinellas,"1,507.41"
FL,Gadsden,90.47
FL,Bay,163.86
FL,Nassau,101.31
FL,Clay,297.45
FL,DeSoto,54.60
FL,Orange,"1,145.25"
FL,Hendry,32.81
FL,Collier,140.01
FL,Palm Beach,555.70
FL,Hamilton,28.27
FL,Franklin,11.12
FL,Flagler,168.27
FL,Glades,13.11
FL,Lee,511.82
FL,Collier,140.01
FL,Baker,45.96
FL,Miami-Dade,"1,031.88"
FL,Columbia,84.37
FL,Seminole,"1,225.01"
FL,Pasco,536.05
FL,Levy,28.82
FL,Sumter,162.61
FL,Marion,199.40
FL,Liberty,9.90
FL,Citrus,182.71
FL,Monroe,19.59
FL,Taylor,18.32
FL,Polk,300.11
FL,Leon,393.37
FL,Charlotte,186.34
FL,Glades,13.11
FL,Volusia,345.30
FL,Gilchrist,47.82
FL,Gadsden,90.47
FL,Gulf,21.25
FL,St. Lucie,404.55
FL,Columbia,84.37
FL,Highlands,89.24
FL,Hamilton,28.27
FL,Dixie,19.00
FL,Broward,"1,325.59"
FL,Indian,224.06
FL,Hernando,293.62
FL,Okeechobee,44.89
FL,Alachua,255.65
FL,Hendry,32.81
FL,Flagler,168.27
FL,Okaloosa,167.04
FL,Duval,942.71
FL,Sarasota,523.87
FL,Bradford,94.99
FL,Santa Rosa,130.24
FL,Calhoun,25.48
FL,Union,62.21
FL,Washington,40.20
FL,Duval,942.71
FL,Charlotte,186.34
FL,Hardee,43.50
FL,Indian River,224.06
FL,Bay,163.86
FL,Jefferson,23.16
FL,Lake,257.49
FL,Alachua,255.65
FL,Madison,26.90
FL,Jackson,51.98
FL,Manatee,362.37
FL,Baker,45.96
FL,DeSoto,54.60
FL,Hillsborough,975.06
FL,Lake,257.49
FL,Broward,"1,325.59"
FL,Holmes,40.61
FL,Liberty,9.90
FL,Lafayette,16.08
FL,Holmes,40.61
FL,Lee,511.82
FL,Hernando,293.62
FL,Gulf,21.25
FL,Brevard,349.40
FL,St. Johns,232.81
FL,Leon,393.37
FL,Citrus,182.71
FL,Jackson,51.98
FL,Escambia,340.81
FL,Brevard,349.40
FL,Levy,28.82
FL,Hillsborough,975.06
FL,Dixie,19.00
FL,Lafayette,16.08
FL,Bradford,94.99
FL,Highlands,89.24
GA,Thomas,81.02
GA,Forsyth,715.18
GA,Coweta,286.98
GA,Floyd,185.92
GA,Fulton,"1,733.21"
GA,Cook,73.87
GA,Lamar,98.30
GA,Effingham,108.60
GA,Tift,149.73
GA,Emanuel,32.76
GA,Upson,82.63
GA,Franklin,82.81
GA,Elbert,53.71
GA,Montgomery,37.14
GA,Morgan,50.46
GA,Fannin,60.39
GA,Peach,183.56
GA,Crisp,83.31
GA,Dooly,37.35
GA,Echols,9.57
GA,Franklin,82.81
GA,Evans,58.90
GA,Dooly,37.35
GA,Dawson,104.01
GA,Decatur,44.64
GA,Twiggs,24.72
GA,Troup,150.58
GA,Effingham,108.60
GA,Floyd,185.92
GA,DeKalb,"2,554.29"
GA,Forsyth,715.18
GA,Emanuel,32.76
GA,Turner,30.84
GA,Columbia,406.22
GA,Elbert,53.71
GA,Pike,81.67
GA,Dade,95.49
GA,Dougherty,282.54
GA,Treutlen,34.03
GA,Dougherty,282.54
GA,Fayette,536.77
GA,Douglas,659.68
GA,Crawford,38.56
GA,Echols,9.57
GA,Early,21.23
GA,Union,64.81
GA,Toombs,73.63
GA,Pickens,126.59
GA,Pierce,54.78
GA,Towns,61.25
GA,Polk,133.06
GA,Fayette,536.77
GA,Paulding,454.16
GA,Douglas,659.68
GA,Early,21.23
GA,Fannin,60.39
GA,Dodge,43.31
GA,Dodge,43.31
GA,Seminole,34.04
GA,Coffee,70.92
GA,Spalding,321.08
GA,Irwin,26.47
GA,Jackson,177.14
GA,Ben Hill,69.47
GA,Oglethorpe,33.73
GA,Berrien,42.25
GA,Bibb,610.54
GA,Hancock,19.69
GA,Irwin,26.47
GA,Bleckley,59.57
GA,Hall,419.37
GA,Haralson,101.66
GA,Brantley,41.29
GA,Jackson,177.14
GA,Habersham,154.45
GA,Houston,370.40
GA,Gwinnett,"1,850.74"
GA,Brooks,32.70
GA,Jasper,37.18
GA,Henry,628.49
GA,Bryan,66.90
GA,Bulloch,102.58
GA,Heard,39.36
GA,Burke,27.98
GA,Rockdale,646.68
GA,Jasper,37.18
GA,Jeff,44.99
GA,Oconee,176.67
GA,Lamar,98.30
GA,Lanier,50.55
GA,Houston,370.40
GA,Newton,358.74
GA,Screven,22.12
GA,Laurens,59.12
GA,Lee,78.58
GA,Liberty,104.04
GA,Lincoln,31.06
GA,Henry,628.49
GA,Schley,29.92
GA,Heard,39.36
GA,Appling,35.80
GA,Jones,72.47
GA,Hart,98.03
GA,Johnson,32.53
GA,Harris,68.01
GA,Jenkins,23.61
GA,Bacon,38.80
GA,Baker,9.86
GA,Baldwin,170.29
GA,Banks,78.68
GA,Barrow,427.67
GA,Jefferson,31.94
GA,Bartow,212.96
GA,Hart,98.03
GA,Colquitt,82.01
GA,Jeff Davis,44.99
GA,Richmond,611.75
GA,Glynn,136.36
GA,Glascock,21.21
GA,Murray,114.06
GA,Talbot,17.31
GA,Taliaferro,8.74
GA,Jones,72.47
GA,Gilmer,65.68
GA,Grady,54.42
GA,Gordon,154.18
GA,Glynn,136.36
GA,Tattnall,52.20
GA,Quitman,15.60
GA,Glascock,21.21
GA,Putnam,58.80
GA,Clarke,970.65
GA,Gilmer,65.68
GA,Clay,14.55
GA,Pulaski,47.45
GA,Telfair,37.15
GA,Clayton,"1,799.70"
GA,Clinch,8.24
GA,Cobb,"2,001.90"
GA,Terrell,28.21
GA,Fulton,"1,733.21"
GA,Taylor,23.13
GA,Greene,39.37
GA,Cherokee,495.42
GA,Rabun,43.14
GA,Butts,126.24
GA,Harris,68.01
GA,Greene,39.37
GA,Calhoun,23.67
GA,Jefferson,31.94
GA,Stewart,13.18
GA,Haralson,101.66
GA,Camden,64.83
GA,Candler,44.27
GA,Hancock,19.69
GA,Carroll,219.75
GA,Catoosa,394.06
GA,Jenkins,23.61
GA,Hall,419.37
GA,Randolph,17.81
GA,Habersham,154.45
GA,Grady,54.42
GA,Gwinnett,"1,850.74"
GA,Charlton,16.40
GA,Muscogee,864.60
GA,Chatham,420.71
GA,Chattahoochee,44.51
GA,Sumter,66.39
GA,Chattooga,82.86
GA,Johnson,32.53
GA,Stephens,141.99
GA,Gordon,154.18
GA,Atkinson,24.28
GA,Lanier,50.55
GA,Clay,14.55
GA,Clarke,970.65
GA,Washington,30.86
GA,Cherokee,495.42
GA,Chattooga,82.86
GA,Chattahoochee,44.51
GA,Lincoln,31.06
GA,Chatham,420.71
GA,Long,36.35
GA,Catoosa,394.06
GA,Mitchell,45.75
GA,Lowndes,214.86
GA,Lumpkin,106.65
GA,Wayne,46.42
GA,Charlton,16.40
GA,Carroll,219.75
GA,Clayton,"1,799.70"
GA,Liberty,104.04
GA,Crisp,83.31
GA,Lee,78.58
GA,Crawford,38.56
GA,Coweta,286.98
GA,Walker,154.10
GA,Cook,73.87
GA,Clinch,8.24
GA,Walton,254.48
GA,Warren,20.20
GA,Columbia,406.22
GA,Colquitt,82.01
GA,Coffee,70.92
GA,Monroe,66.46
GA,Cobb,"2,001.90"
GA,Ware,40.05
GA,Candler,44.27
GA,Macon,36.10
GA,Camden,64.83
GA,Berrien,42.25
GA,Ben,69.47
GA,Bartow,212.96
GA,Barrow,427.67
GA,Banks,78.68
GA,Worth,37.81
GA,Bibb,610.54
GA,Baldwin,170.29
GA,Bacon,38.80
GA,Atkinson,24.28
GA,Meriwether,43.22
GA,Appling,35.80
GA,McDuffie,81.92
GA,McIntosh,24.93
GA,Baker,9.86
GA,Marion,23.80
GA,Bleckley,59.57
GA,Wilkinson,21.06
GA,Webster,13.20
GA,Calhoun,23.67
GA,Butts,126.24
GA,Madison,98.59
GA,Burke,27.98
GA,Bulloch,102.58
GA,Bryan,66.90
GA,Wheeler,25.85
GA,White,112.45
GA,Miller,21.70
GA,Brooks,32.70
GA,Whitfield,353.09
GA,Brantley,41.29
GA,Wilcox,24.26
GA,Wilkes,22.13
GA,Dade,95.49
GA,Laurens,59.12
GA,Evans,58.90
GA,Dawson,104.01
GA,Decatur,44.64
GA,DeKalb,"2,554.29"
HI,Hawaii,36.44
HI,Kauai,53.08
HI,Hawaii,36.44
HI,Kalawao,1.70
HI,Honolulu,441.48
HI,Honolulu,441.48
HI,Maui,64.62
HI,Kauai,53.08
HI,Kalawao,1.70
IA,Cass,24.65
IA,Cedar,31.81
IA,Hardin,30.76
IA,Ida,16.36
IA,Story,156.19
IA,Appanoose,24.93
IA,Des,93.66
IA,Franklin,18.34
IA,Montgomery,25.16
IA,Monona,13.22
IA,Madison,27.97
IA,Lucas,20.46
IA,Wapello,81.77
IA,Polk,730.72
IA,Hamilton,27.06
IA,Marion,58.28
IA,Sac,17.88
IA,Audubon,13.78
IA,Kossuth,15.93
IA,Hardin,30.76
IA,Guthrie,18.45
IA,Bremer,55.26
IA,Lee,66.55
IA,Floyd,32.55
IA,Fayette,28.52
IA,Dubuque,152.31
IA,Poweshiek,32.25
IA,Bremer,55.26
IA,Johnson,210.65
IA,Iowa,27.78
IA,Mills,34.21
IA,Lyon,19.66
IA,Buchanan,36.55
IA,Buena,35.03
IA,Humboldt,22.50
IA,Wayne,12.14
IA,Dickinson,41.24
IA,Scott,354.01
IA,Clinton,69.15
IA,Dubuque,152.31
IA,Jasper,50.21
IA,Hancock,19.73
IA,Franklin,18.34
IA,Plymouth,28.92
IA,Black,229.03
IA,Davis,17.41
IA,Woodbury,116.58
IA,Clayton,22.82
IA,Winnebago,26.95
IA,Black Hawk,229.03
IA,Decatur,15.77
IA,Lee,66.55
IA,Van Buren,15.41
IA,Delaware,30.70
IA,Henry,46.09
IA,Allamakee,21.77
IA,Pocahontas,12.59
IA,Carroll,36.52
IA,Jackson,30.52
IA,Mahaska,39.06
IA,Howard,20.18
IA,Hancock,19.73
IA,Cerro Gordo,76.68
IA,Clarke,21.54
IA,Benton,36.27
IA,Taylor,11.80
IA,Crawford,23.95
IA,Boone,45.81
IA,Chickasaw,24.55
IA,Davis,17.41
IA,Fremont,14.36
IA,Henry,46.09
IA,Keokuk,18.10
IA,Washington,38.00
IA,Dallas,112.65
IA,Guthrie,18.45
IA,Greene,16.34
IA,Adair,13.49
IA,Adams,9.45
IA,Chickasaw,24.55
IA,O'Brien,25.12
IA,Marshall,70.97
IA,Boone,45.81
IA,Iowa,27.78
IA,Delaware,30.70
IA,Des Moines,93.66
IA,Warren,80.79
IA,Floyd,32.55
IA,Tama,24.54
IA,Emmet,25.54
IA,Grundy,24.80
IA,Adams,9.45
IA,Clay,29.03
IA,Howard,20.18
IA,Hamilton,27.06
IA,Kossuth,15.93
IA,Greene,16.34
IA,Harrison,21.27
IA,Calhoun,17.76
IA,Dallas,112.65
IA,Butler,25.62
IA,Jones,35.85
IA,Jones,35.85
IA,Carroll,36.52
IA,Jefferson,38.49
IA,Webster,52.71
IA,Johnson,210.65
IA,Clarke,21.54
IA,Union,29.37
IA,Sioux,43.84
IA,Worth,18.85
IA,Ida,16.36
IA,Benton,36.27
IA,Adair,13.49
IA,Clinton,69.15
IA,Appanoose,24.93
IA,Osceola,16.15
IA,Palo Alto,16.51
IA,Muscatine,95.20
IA,Dickinson,41.24
IA,Clayton,22.82
IA,Fremont,14.36
IA,Audubon,13.78
IA,Jasper,50.21
IA,Buena Vista,35.03
IA,Allamakee,21.77
IA,Grundy,24.80
IA,Clay,29.03
IA,Ringgold,9.52
IA,Winneshiek,30.52
IA,Pottawattamie,97.36
IA,Page,29.76
IA,Monroe,18.38
IA,Wright,22.65
IA,Fayette,28.52
IA,Shelby,20.58
IA,Crawford,23.95
IA,Cedar,31.81
IA,Buchanan,36.55
IA,Humboldt,22.50
IA,Calhoun,17.76
IA,Louisa,27.24
IA,Cherokee,21.02
IA,Cass,24.65
IA,Decatur,15.77
IA,Mitchell,22.98
IA,Emmet,25.54
IA,Harrison,21.27
IA,Jefferson,38.49
IA,Cherokee,21.02
IA,Butler,25.62
IA,Keokuk,18.10
IA,Jackson,30.52
IA,Cerro,76.68
IA,Linn,292.08
ID,Lemhi,1.74
ID,Canyon,313.71
ID,Lincoln,4.32
ID,Gem,29.49
ID,Madison,79.44
ID,Caribou,3.88
ID,Latah,34.61
ID,Bear Lake,5.69
ID,Lewis,7.96
ID,Jefferson,23.72
ID,Gooding,21.08
ID,Benewah,11.85
ID,Minidoka,26.30
ID,Lincoln,4.32
ID,Gooding,21.08
ID,Adams,2.89
ID,Lewis,7.96
ID,Bannock,72.34
ID,Butte,1.30
ID,Ada,370.98
ID,Bingham,21.57
ID,Kootenai,105.57
ID,Valley,2.62
ID,Cassia,8.95
ID,Fremont,6.98
ID,Boundary,8.62
ID,Elmore,8.74
ID,Jefferson,23.72
ID,Custer,0.88
ID,Butte,1.30
ID,Kootenai,105.57
ID,Payette,55.18
ID,Adams,2.89
ID,Elmore,8.74
ID,Bannock,72.34
ID,Bonneville,55.07
ID,Bonner,21.31
ID,Shoshone,4.83
ID,Camas,1.03
ID,Jerome,37.28
ID,Camas,1.03
ID,Jerome,37.28
ID,Idaho,1.92
ID,Twin Falls,40.20
ID,Ada,370.98
ID,Boise,3.68
ID,Canyon,313.71
ID,Caribou,3.88
ID,Bingham,21.57
ID,Benewah,11.85
ID,Cassia,8.95
ID,Latah,34.61
ID,Blaine,8.01
ID,Boise,3.68
ID,Clark,0.56
ID,Teton,22.54
ID,Fremont,6.98
ID,Bonner,21.31
ID,Power,5.44
ID,Blaine,8.01
ID,Bonneville,55.07
ID,Washington,6.92
ID,Gem,29.49
ID,Bear,5.69
ID,Clearwater,3.47
ID,Boundary,8.62
ID,Custer,0.88
ID,Clearwater,3.47
ID,Lemhi,1.74
ID,Franklin,19.12
ID,Idaho,1.92
ID,Oneida,3.58
ID,Clark,0.56
ID,Franklin,19.12
ID,Owyhee,1.49
ID,Nez Perce,45.92
IL,Henry,61.08
IL,Hardin,23.70
IL,Henderson,18.53
IL,Clark,32.28
IL,Adams,77.08
IL,Jefferson,66.47
IL,Hancock,23.44
IL,Hamilton,19.38
IL,Alexander,32.49
IL,Montgomery,42.41
IL,Union,42.07
IL,Macon,189.05
IL,Massac,63.69
IL,DeKalb,165.63
IL,Coles,105.73
IL,St. Clair,401.18
IL,Cumberland,31.82
IL,Iroquois,26.51
IL,Knox,73.52
IL,Jackson,100.25
IL,Shelby,29.09
IL,Gallatin,17.00
IL,Iroquois,26.51
IL,Crawford,44.43
IL,Jasper,19.49
IL,Cass,35.54
IL,Jefferson,66.47
IL,Pope,11.92
IL,Livingston,37.15
IL,Kendall,357.60
IL,Cook,"3,180.10"
IL,Kankakee,166.52
IL,Kane,984.16
IL,Jersey,60.89
IL,Fulton,42.00
IL,Jo,36.63
IL,Douglas,47.83
IL,Johnson,36.15
IL,Champaign,201.78
IL,Schuyler,17.10
IL,Lake,514.58
IL,Christian,48.60
IL,Stephenson,84.38
IL,Pulaski,30.21
IL,Clay,29.43
IL,Clay,29.43
IL,Mercer,28.88
IL,Lake,514.58
IL,De Witt,40.92
IL,Henderson,18.53
IL,Stark,20.69
IL,Jasper,19.49
IL,Marshall,31.69
IL,Mason,25.99
IL,Henry,61.08
